Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
399164 .002,USNMENT00399164.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis flocculosa Gillette & Palmer, 1929",Syntype,"Gillette, C. P. & Palmer, M. A. 1929. New Colorado Aphididae. Annals of the Entomological Society of America. 22: 1-32.","Amphicercidus flocculosa (Gillette & Palmer, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Colorado,Larimer,Fort Collins,,40.5853,-105.084,,"Gillette, C. P.",26-Sep-17,3,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3b0b586e1-9162-4db4-a623-df3e83fda5e5
399165,USNMENT00399165,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,,Slide,,,United States,Utah,Box Elder,Honeyville,,41.6386,-112.079,,"Knowlton, G. F.",3-Jul-28,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3e29a6ec2-97d0-4727-a861-063c5f4e0e58
399166,USNMENT00399166,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,,Slide,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3183b5f35-923f-475d-82bb-b7b7c9e36c6f
399167,USNMENT00399167,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,,Slide,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/39d922b32-aea7-4c3e-8bca-2f7accf67ab6
399168,USNMENT00399168,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,,Slide,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/317194935-d7cc-451e-a5a3-d0448a7631a0
399169,USNMENT00399169,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,,Slide,,,United States,Utah,Tooele,Lake Point,,40.6808,-112.262,,"Pack, H. J.",8-Oct-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/318b7c133-3f55-41c6-a67c-2a9e33c5f84d
399169 .004,USNMENT00399169.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Tooele,Lake Point,,40.6808,-112.262,,"Pack, H. J.",8-Oct-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/3ed646734-e10c-42cf-8d7e-1507553c8ac6
399168 .006,USNMENT00399168.006,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,3,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:11,http://n2t.net/ark:/65665/372672991-51b7-4e0a-8c37-b3d3deafe1d6
399169 .001,USNMENT00399169.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Tooele,Lake Point,,40.6808,-112.262,,"Pack, H. J.",8-Oct-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:17,http://n2t.net/ark:/65665/3312c6215-b9ff-4e3c-870d-ff9697edc866
399169 .002,USNMENT00399169.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Tooele,Lake Point,,40.6808,-112.262,,"Pack, H. J.",8-Oct-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:17,http://n2t.net/ark:/65665/33ea4ce0a-222c-4a53-8cee-4c1efe2c7fbc
399169 .003,USNMENT00399169.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Tooele,Lake Point,,40.6808,-112.262,,"Pack, H. J.",8-Oct-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:17,http://n2t.net/ark:/65665/30458a58e-31c4-4839-a581-7523f374d34e
399165 .001,USNMENT00399165.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Box Elder,Honeyville,,41.6386,-112.079,,"Knowlton, G. F.",3-Jul-28,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3c1a252c3-c146-47a8-82cd-1a30a8ce8da1
399165 .002,USNMENT00399165.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Box Elder,Honeyville,,41.6386,-112.079,,"Knowlton, G. F.",3-Jul-28,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/3a66ffd00-40f7-4833-88c1-406453310b1e
399165 .003,USNMENT00399165.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Box Elder,Honeyville,,41.6386,-112.079,,"Knowlton, G. F.",3-Jul-28,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/3487a0d98-669d-40c8-abba-d87dfe1c2088
399165 .004,USNMENT00399165.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Box Elder,Honeyville,,41.6386,-112.079,,"Knowlton, G. F.",3-Jul-28,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/3daa7a3fd-c823-47da-8a4b-44efec4b8ed4
399165 .005,USNMENT00399165.005,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Box Elder,Honeyville,,41.6386,-112.079,,"Knowlton, G. F.",3-Jul-28,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/33293ad04-02dd-4309-aa24-272a7261d159
399166 .001,USNMENT00399166.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Unknown,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/3e0ca7b58-8835-49d5-b5b3-6f35af0f6bb7
399166 .002,USNMENT00399166.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/382cf3889-866d-42d4-9dbe-98e27cc23e50
399166 .003,USNMENT00399166.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/37ecf612a-f958-4b76-b1c5-5318cfdb9816
399166 .004,USNMENT00399166.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/31d8f5441-f727-4529-a864-b997fa586a3a
399166 .005,USNMENT00399166.005,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/34131c7e8-632d-42b3-a023-1fd5dc26fa31
399166 .006,USNMENT00399166.006,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/3877b48e8-5faf-4684-8123-537830849af4
399166 .007,USNMENT00399166.007,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3b9be99cf-b453-44c3-bfa2-5816e4847e54
399166 .008,USNMENT00399166.008,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/353347ace-a0e0-4e56-b6be-446b3e0699c1
399166 .009,USNMENT00399166.009,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/39c354f7c-be47-43c4-85f4-45d5a6e6b669
399166 .01,USNMENT00399166.01,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3f6867b51-1e7d-46a5-9a5b-74962c217c77
399166 .011,USNMENT00399166.011,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/36f5e53a3-fdea-44ea-a716-6af0331bead2
399166 .012,USNMENT00399166.012,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/34b1f10dc-702c-4f5e-8ee6-3574c5be24d1
399167 .001,USNMENT00399167.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3e3f49dd8-4d77-4d00-8e8e-96ea000ff555
399167 .002,USNMENT00399167.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3ffcd6311-36b9-427e-a678-6bfab2f16e07
399167 .003,USNMENT00399167.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3f6e0202c-a0d0-4ff7-95f1-fc2873c412e8
399167 .004,USNMENT00399167.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3913150e9-8734-46b9-9b92-ff105859e5fb
399167 .005,USNMENT00399167.005,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",,,,Immature,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,24,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:13,http://n2t.net/ark:/65665/32971a67a-c822-40b5-a123-e05e2f0b27c3
399168 .001,USNMENT00399168.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/39c05d275-cac7-41c7-b3eb-810f3bde7986
399168 .002,USNMENT00399168.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/36108e96e-11ed-4e0c-9d02-6e275bf3b41d
399168 .003,USNMENT00399168.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/37d631e4f-78d9-4c4d-8f24-447590e4991b
399168 .004,USNMENT00399168.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/34b1b187f-2907-41cf-b535-d25fb7c0153e
399168 .005,USNMENT00399168.005,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis gutierrezis Pack & Knowlton, 1929",Syntype,"Pack, H. J. & Knowlton, G. F. 1929. A few match brush aphids from Utah. Canadian Entomologist. 61: 199-204.","Aphis gutierrezis (Pack & Knowlton, 1929)",Adult Female; Wings Apterous,Slide section,,,United States,Utah,Utah,Santaquin,,39.9756,-111.784,,"Pack, H. J.",24-Sep-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:31,http://n2t.net/ark:/65665/3c70abc0f-37d3-4660-b2a4-5e146a8e6d0e
399170,USNMENT00399170,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",,,,,Slide,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:18,http://n2t.net/ark:/65665/3ecc91325-bf44-49cb-b704-9ba9127eec7d
399170 .001,USNMENT00399170.001,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",Holotype,"Tissot, A. N. 1933. Five new species of Anuraphis and Aphis. Florida Entomologist. 16: 49-62.","Aphis iteae (Tissot, 1933)",Adult Female; Wings Alate,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 21:09,http://n2t.net/ark:/65665/34725ec74-431a-421a-b65e-6eca59217688
399170 .002,399170.002,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",Paratype,"Tissot, A. N. 1933. Five new species of Anuraphis and Aphis. Florida Entomologist. 16: 49-62.","Aphis iteae (Tissot, 1933)",Adult Female; Wings Alate,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 17:03,http://n2t.net/ark:/65665/367e6d0e9-99f5-4ea3-b76e-ab4be36fea7a
399170 .003,399170.003,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",Paratype,"Tissot, A. N. 1933. Five new species of Anuraphis and Aphis. Florida Entomologist. 16: 49-62.","Aphis iteae (Tissot, 1933)",Adult Female; Wings Apterous,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/6/2015 17:03,http://n2t.net/ark:/65665/3a3c3a575-9077-47c8-8652-097f23a18c31
399170 .004,USNMENT00399170.004,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",,,,Immature,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:10,http://n2t.net/ark:/65665/366cf2015-4215-4f41-8163-55e4159d7a54
399170 .005,USNMENT00399170.005,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",,,,Immature,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:10,http://n2t.net/ark:/65665/3187a3600-7c58-4004-9aaa-bac2e240e8c4
399170 .006,USNMENT00399170.006,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",,,,First instar,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:10,http://n2t.net/ark:/65665/389b28ce6-a432-48e5-be4e-de3133fa70e4
399170 .007,USNMENT00399170.007,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis iteae Tissot, 1933",,,,First instar,Slide section,,,United States,Florida,Clay,Keystone Heights,,29.7858,-82.0317,,"Tissot, A. N.",24-Apr-27,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:10,http://n2t.net/ark:/65665/3b588cf04-4698-4930-ae67-92a9a425f98a
399171,USNMENT00399171,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/3e47a76d1-3c31-4fcf-900a-479179f74952
399172,USNMENT00399172,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:14,http://n2t.net/ark:/65665/36ec5e5b6-30f1-44ad-be4d-7e9b13a1cf1a
399173,USNMENT00399173,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/368ef558b-2002-4c12-90df-abb95253a393
399174,USNMENT00399174,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/3d9985e24-baa6-4efe-adae-30a1d61802e6
399175,USNMENT00399175,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/3c6381454-1a68-471e-8df8-e5856b473520
399176,USNMENT00399176,Entomology Types,Insecta,Hemiptera,Aphididae,"Anuraphis longicauda Baker, 1920",,,,,Slide,,,United States,Virginia,Fairfax,Vienna,,38.9011,-77.2656,,"Baker, A. C.",17-Apr-13,1,"Reviewed, 2008, Colin Favret, for USDA SEL.",,,,,,,,10/7/2015 16:27,http://n2t.net/ark:/65665/309de3140-f119-4eb9-aca2-e8261f68790a
